Time (s),Laps (#),Speed (m/s),Gear (#),Brake (%),Throttle (%),SteeringAngle (rad)
1040.2333048502353,7,22.80039405822754,2,0.0,1.0,-0.17653819918632507
1040.2666381835686,7,22.884885787963867,2,0.0,1.0,-0.1779887080192566
1040.299971516902,7,22.968170166015625,2,0.0,1.0,-0.18234217166900635
1040.3333048502352,7,23.05026626586914,2,0.0,1.0,-0.1893554925918579
1040.3666381835685,7,23.129066467285156,2,0.0,1.0,-0.1992698311805725
1040.3833048502352,7,23.16762924194336,2,0.0,1.0,-0.20217177271842957
1040.4166381835685,7,23.240957260131836,2,0.0,1.0,-0.20531508326530457
1040.4499715169018,7,23.310583114624023,2,0.0,1.0,-0.20386368036270142
1040.483304850235,7,23.380205154418945,2,0.0,1.0,-0.19878631830215454
1040.5166381835684,7,23.453859329223633,2,0.0,1.0,-0.19128954410552979
1040.5499715169017,7,23.525503158569336,2,0.0,1.0,-0.17363619804382324
1040.583304850235,7,23.587331771850586,2,0.0,1.0,-0.1584012806415558
1040.6166381835683,7,23.652345657348633,2,0.0,1.0,-0.1533239632844925
1040.633304850235,7,23.68496322631836,2,0.0,1.0,-0.1528395414352417
1040.6666381835682,7,23.74158477783203,2,0.0,1.0,-0.1552579700946808
1040.6999715169015,7,23.793254852294922,2,0.0,1.0,-0.16275478899478912
1040.7499715169015,7,23.870742797851562,2,0.0,1.0,-0.17218561470508575
1040.7833048502348,7,23.857330322265625,0,0.0,1.0,-0.17218562960624695
1040.816638183568,7,23.861465454101562,0,0.0,1.0,-0.16541366279125214
1040.8333048502348,7,23.889068603515625,0,0.0,1.0,-0.16009411215782166
1040.866638183568,7,23.946775436401367,0,0.0,1.0,-0.1499384641647339
1040.8999715169014,7,24.00238037109375,0,0.0,1.0,-0.13542835414409637
1040.9333048502347,7,23.986854553222656,3,0.0,1.0,-0.12502865493297577
1040.966638183568,7,23.96161460876465,3,0.0,1.0,-0.11825856566429138
1040.9999715169013,7,23.936384201049805,3,0.0,1.0,-0.11559782922267914
1041.0333048502346,7,23.910524368286133,3,0.0,1.0,-0.11559782922267914
1041.0499715169012,7,23.89773941040039,3,0.0,1.0,-0.11559782922267914
1041.0833048502345,7,23.889734268188477,3,0.0,1.0,-0.11729151010513306
1041.1166381835678,7,23.931896209716797,3,0.0,1.0,-0.11729152500629425
1041.1333048502345,7,23.97515869140625,3,0.0,1.0,-0.11729152500629425
1041.1666381835678,7,24.110979080200195,3,0.0,1.0,-0.11729152500629425
1041.2166381835677,7,24.444225311279297,3,0.0,1.0,-0.11680707335472107
1041.2666381835677,7,24.7477970123291,3,0.0,1.0,-0.10398980230093002
1041.299971516901,7,24.836750030517578,3,0.0,1.0,-0.09044674783945084
1041.3333048502343,7,24.907930374145508,3,0.0,1.0,-0.07279343903064728
1041.349971516901,7,24.94928550720215,3,0.0,1.0,-0.06457088142633438
1041.3833048502343,7,25.037841796875,3,0.0,1.0,-0.04401460662484169
1041.4166381835676,7,25.126733779907227,3,0.0,1.0,-0.019105754792690277
1041.4499715169009,7,25.213348388671875,3,0.0,1.0,0.0048369960859417915
1041.4833048502342,7,25.300630569458008,3,0.0,1.0,0.03192397952079773
1041.5166381835675,7,25.38369369506836,3,0.0,1.0,0.060462430119514465
1041.5499715169008,7,25.46510887145996,3,0.0,1.0,0.08682461827993393
1041.5666381835674,7,25.507755279541016,3,0.0,1.0,0.10036857426166534
1041.5999715169007,7,25.59526824951172,3,0.0,1.0,0.12673123180866241
1041.633304850234,7,25.671613693237305,3,0.0,1.0,0.14994917809963226
1041.6666381835673,7,25.751407623291016,3,0.0,1.0,0.1685733050107956
1041.6999715169006,7,25.83226203918457,3,0.0,1.0,0.182359516620636
1041.733304850234,7,25.91114044189453,3,0.0,1.0,0.1942106932401657
1041.7499715169006,7,25.950336456298828,3,0.0,1.0,0.19856418669223785
1041.783304850234,7,26.028907775878906,3,0.0,1.0,0.2036438286304474
1041.8166381835672,7,26.109201431274414,3,0.0,1.0,0.20630410313606262
1041.8499715169005,7,26.18414878845215,3,0.0,1.0,0.20630411803722382
1041.8833048502338,7,26.26190757751465,3,0.0,1.0,0.20630411803722382
1041.916638183567,7,26.341489791870117,3,0.0,1.0,0.20630411803722382
1041.9499715169004,7,26.419750213623047,3,0.0,1.0,0.20630411803722382
1041.9833048502337,7,26.459482192993164,3,0.0,1.0,0.20461136102676392
1041.9999715169004,7,26.53768539428711,3,0.0,1.0,0.20364388823509216
1042.0333048502337,7,26.613012313842773,3,0.0,1.0,0.2012253850698471
1042.066638183567,7,26.688756942749023,3,0.0,1.0,0.19662918150424957
1042.0999715169003,7,26.765254974365234,3,0.0,1.0,0.1908242106437683
1042.1333048502336,7,26.84139060974121,3,0.0,1.0,0.18332695960998535
1042.1666381835669,7,26.917634963989258,3,0.0,1.0,0.17316854000091553
1042.1999715169002,7,26.99492073059082,3,0.0,1.0,0.15841485559940338
1042.2333048502335,7,27.071651458740234,3,0.0,1.0,0.1390659511089325
1042.2666381835668,7,27.146074295043945,3,0.0,1.0,0.12092630565166473
1042.2833048502334,7,27.184711456298828,3,0.0,1.0,0.10641482472419739
1042.3166381835667,7,27.26401138305664,3,0.0,1.0,0.07545694708824158
1042.3499715169,7,27.341167449951172,3,0.0,1.0,0.0408722423017025
